Worker_ID,Age,Industry,Job_Role,Years_Experience,AI_Tools_Used_Daily,AI_Hours_Per_Day,AI_Adoption_Level,Perceived_Usefulness,Skill_Anxiety_Score,Work_Hours_Per_Week,Meetings_Per_Week,Deep_Work_Hours,Interruptions_Per_Day,Sleep_Hours_Per_Night,Physical_Activity_Days,Stress_Level,Job_Satisfaction,Cognitive_Load_Score,Remote_Work_Ratio,Productivity_Score,Burnout_Label
200,49,Education,Curriculum Designer,25.3,7,4.7,3,10,2,35.4,4,4.9,13,7.3,2,6,4,3,0.24,82.1,No Risk
201,30,Healthcare,Physician,6.1,5,3.7,2,10,5,50.1,10,2.7,8,5.2,4,5,8,4,0.37,70.9,No Risk
202,34,Technology,Data Scientist,11.0,7,4.6,2,9,5,52.8,9,2.6,14,5.9,4,9,4,5,0.58,60.2,At Risk
203,43,Technology,DevOps Engineer,18.0,4,3.3,2,10,7,47.8,5,4.3,16,4.4,3,9,8,5,0.71,65.3,At Risk
204,60,Legal,Compliance Manager,33.4,0,0.4,0,6,4,43.7,10,1.8,14,6.7,3,6,4,2,0.73,62.2,No Risk
205,25,Healthcare,Health Admin,3.6,8,4.9,3,7,5,42.2,6,4.5,7,5.0,4,5,7,2,0.35,72.6,No Risk
206,39,Technology,Software Engineer,13.0,5,3.3,2,8,5,50.3,10,3.7,11,7.4,3,6,5,3,0.56,75.0,No Risk
207,29,Technology,DevOps Engineer,3.8,3,2.5,1,4,6,50.2,8,3.0,20,5.8,4,7,5,3,0.4,55.5,No Risk
208,31,Education,Professor,7.8,4,3.9,2,10,3,49.2,17,6.8,10,4.0,2,4,9,2,0.21,96.4,No Risk
209,29,Technology,DevOps Engineer,4.7,6,4.5,2,8,7,61.0,5,3.6,18,5.2,2,10,4,4,0.53,56.6,At Risk
210,26,Technology,Data Scientist,1.3,4,3.5,1,3,7,43.9,11,4.8,15,8.6,4,4,3,3,0.63,69.5,No Risk
211,35,Healthcare,Radiologist,14.6,7,6.3,3,10,4,38.1,5,5.4,13,6.9,5,4,8,5,0.36,76.4,No Risk
212,23,Education,Professor,2.5,2,0.6,0,7,6,57.4,7,2.8,11,5.0,7,6,4,3,0.47,72.3,No Risk
213,43,Healthcare,Health Admin,21.5,6,3.2,2,7,3,31.9,8,2.9,13,5.7,1,6,5,3,0.17,62.6,No Risk
214,35,Technology,Software Engineer,11.2,6,3.2,2,7,6,43.8,7,2.0,20,7.5,3,7,5,5,0.49,58.6,At Risk
215,38,Education,Curriculum Designer,15.0,2,2.2,1,6,5,38.1,7,3.9,14,7.0,1,4,5,1,0.32,75.3,No Risk
216,31,Technology,Software Engineer,10.1,6,6.5,3,6,1,47.7,9,4.5,10,4.4,2,5,7,4,0.72,67.4,No Risk
217,32,Finance,Risk Manager,9.7,6,3.6,2,9,5,45.9,9,2.6,17,7.2,4,8,5,5,0.54,64.0,At Risk
218,37,Education,Curriculum Designer,14.1,4,5.2,2,10,3,39.3,7,2.8,11,6.7,5,4,7,7,0.23,85.9,No Risk
219,26,Healthcare,Health Admin,6.8,2,1.7,1,5,3,54.0,4,2.4,18,5.5,2,5,4,3,0.18,60.8,No Risk
220,32,Legal,Compliance Manager,9.9,9,4.6,3,10,5,47.4,7,4.5,16,6.1,5,6,10,3,0.73,79.8,No Risk
221,28,Healthcare,Medical Researcher,4.8,4,2.8,1,8,4,55.3,7,4.7,12,6.4,0,4,7,4,0.66,74.7,No Risk
222,28,Healthcare,Nurse,6.4,4,4.7,2,8,5,37.6,9,2.0,11,6.8,3,2,9,2,0.16,74.0,No Risk
223,22,Technology,Software Engineer,0.0,8,5.0,3,10,10,39.9,12,2.1,13,8.5,3,5,7,3,0.7,81.7,No Risk
224,46,Finance,Accountant,21.3,0,0.1,0,7,4,35.1,9,2.4,14,5.3,4,7,4,2,0.54,66.5,No Risk
225,30,Technology,Product Manager,8.0,0,0.0,0,4,6,48.2,12,3.3,14,6.4,1,8,1,4,0.66,42.4,At Risk
226,44,Technology,Data Scientist,20.2,6,4.6,3,10,2,62.5,11,3.9,14,7.6,6,3,8,5,0.77,86.9,No Risk
227,44,Creative,Copywriter,21.8,6,5.0,3,9,5,46.1,10,4.8,12,6.0,3,4,9,5,0.38,78.1,No Risk
228,25,Finance,Risk Manager,0.0,7,4.7,3,10,10,30.0,5,1.1,13,5.7,3,5,7,4,0.82,70.8,No Risk
229,26,Legal,Lawyer,4.6,5,3.5,2,9,6,50.8,10,2.5,12,5.9,2,7,6,1,0.91,74.1,No Risk
230,55,Healthcare,Nurse,32.0,4,2.0,1,6,7,50.8,5,4.6,9,7.0,1,7,7,2,0.31,65.7,No Risk
231,49,Education,Teacher,27.4,5,2.0,1,5,2,37.2,9,4.9,15,6.6,3,5,5,4,0.16,68.3,No Risk
232,35,Healthcare,Medical Researcher,15.3,5,2.3,1,8,3,50.0,6,3.0,11,5.5,2,6,6,3,0.1,70.2,No Risk
233,37,Healthcare,Medical Researcher,10.9,4,2.4,1,7,4,52.0,11,2.1,16,8.5,4,5,8,4,0.09,60.5,No Risk
234,30,Healthcare,Nurse,8.6,0,0.4,0,3,6,27.6,15,1.0,5,7.3,3,4,7,1,0.5,55.3,No Risk
235,38,Technology,Data Scientist,14.0,6,3.3,2,10,5,55.9,10,4.0,14,6.6,2,5,5,5,0.51,83.7,No Risk
236,29,Education,Curriculum Designer,7.6,2,1.9,1,10,7,54.9,5,4.7,11,6.6,3,4,5,3,0.27,79.9,No Risk
237,22,Finance,Financial Analyst,0.6,4,3.1,2,10,7,44.5,12,3.3,19,5.7,2,7,7,5,0.46,69.0,No Risk
238,24,Technology,DevOps Engineer,3.0,7,3.3,2,6,5,52.2,9,0.5,15,4.9,1,8,5,5,0.82,49.7,At Risk
239,35,Healthcare,Medical Researcher,10.5,8,4.7,3,10,5,64.3,7,4.2,8,5.8,4,7,5,3,0.14,77.3,No Risk
240,26,Technology,DevOps Engineer,6.5,3,1.8,1,7,6,40.2,6,2.6,21,7.5,6,9,4,5,0.55,66.4,At Risk
241,34,Creative,Art Director,12.7,2,2.5,1,3,2,54.8,7,3.7,9,7.0,3,5,3,2,0.43,57.3,No Risk
242,26,Creative,Brand Strategist,2.6,4,6.6,2,10,3,49.0,3,3.9,5,7.4,2,3,7,4,0.38,91.2,No Risk
243,29,Creative,Video Producer,8.3,4,3.6,1,6,4,36.4,5,4.8,12,7.0,4,6,7,5,0.46,66.5,No Risk
244,42,Finance,Financial Analyst,22.8,4,4.4,2,10,5,32.4,14,2.8,9,6.4,4,4,7,2,0.34,66.8,No Risk
245,37,Technology,Software Engineer,15.9,5,4.1,2,7,5,52.8,9,3.1,14,6.2,1,7,5,4,0.76,65.1,No Risk
246,35,Creative,Copywriter,10.3,5,3.8,1,7,3,35.0,11,2.6,11,6.2,2,7,2,5,0.43,60.0,At Risk
247,42,Finance,Accountant,20.6,8,5.6,3,10,4,56.2,9,5.3,12,5.7,1,6,10,4,0.7,76.2,No Risk
248,39,Creative,Copywriter,15.4,4,3.5,2,8,4,29.5,5,3.1,8,5.8,3,4,6,2,0.53,74.8,No Risk
249,47,Creative,UX Designer,23.2,2,0.7,0,5,3,45.2,10,3.4,6,7.5,1,8,6,4,0.07,47.1,No Risk
250,31,Legal,Lawyer,8.1,6,3.3,2,8,3,44.4,7,4.1,13,6.9,3,4,8,5,0.29,63.5,No Risk
251,32,Finance,Risk Manager,11.0,6,4.5,3,8,1,61.9,6,4.1,17,6.8,4,6,5,6,0.46,64.7,No Risk
252,25,Finance,Portfolio Manager,0.9,5,3.3,2,4,6,48.8,10,3.3,16,6.6,1,10,6,4,0.88,46.4,At Risk
253,32,Legal,Paralegal,10.5,6,4.9,3,9,1,53.4,4,4.1,12,5.6,3,7,8,4,0.52,76.3,No Risk
254,43,Finance,Portfolio Manager,19.7,8,5.6,3,10,1,45.1,6,5.6,14,5.7,4,5,5,4,0.71,88.7,No Risk
255,45,Technology,Product Manager,20.2,1,1.6,0,2,7,42.6,14,2.5,10,7.6,3,5,5,3,0.81,49.7,No Risk
256,43,Healthcare,Medical Researcher,22.0,1,2.6,0,6,4,52.4,7,3.7,9,6.0,4,6,5,4,0.09,63.2,No Risk
257,22,Creative,UX Designer,0.0,4,3.3,2,10,9,47.1,12,2.9,5,7.5,3,3,10,3,0.34,91.9,No Risk
258,44,Education,Curriculum Designer,21.3,4,4.0,1,7,5,38.1,10,4.6,16,6.0,2,8,4,4,0.42,53.6,At Risk
259,22,Healthcare,Physician,0.0,5,4.3,2,8,10,56.1,11,2.7,8,6.7,0,7,4,4,0.41,72.4,At Risk
260,42,Technology,DevOps Engineer,20.2,7,4.5,3,10,4,62.0,12,3.5,12,4.6,2,5,7,6,0.66,60.4,No Risk
261,32,Healthcare,Health Admin,10.1,4,3.7,2,10,3,59.0,6,1.2,14,5.7,6,4,7,6,0.55,63.5,No Risk
262,41,Creative,Art Director,20.4,2,1.9,1,6,5,55.8,9,3.1,16,7.3,2,6,6,5,0.47,64.4,No Risk
263,24,Technology,QA Engineer,4.8,4,3.0,2,8,3,44.7,10,2.3,9,7.1,1,6,4,3,0.73,69.4,No Risk
264,44,Healthcare,Medical Researcher,20.1,1,0.6,0,2,6,36.1,7,2.5,4,7.3,3,1,7,1,0.23,61.2,No Risk
265,23,Legal,Legal Analyst,1.3,6,3.7,2,9,8,37.5,7,2.4,11,7.1,2,6,8,4,0.58,68.9,No Risk
266,30,Education,Curriculum Designer,10.5,5,3.2,2,4,4,36.5,7,3.1,10,6.8,5,3,4,4,0.3,65.3,No Risk
267,27,Education,Researcher,6.2,3,3.7,1,5,3,44.8,6,5.0,9,5.3,4,5,3,2,0.21,77.3,No Risk
268,22,Education,Professor,0.2,3,2.3,1,4,10,59.7,9,3.0,14,5.9,0,9,4,5,0.37,44.1,At Risk
269,36,Finance,Compliance Officer,14.2,7,4.7,3,10,3,35.3,10,2.3,21,7.1,2,2,7,5,0.57,70.6,No Risk
270,49,Finance,Financial Analyst,24.0,4,4.0,2,6,4,47.1,9,3.4,12,5.4,3,5,5,5,0.72,65.6,No Risk
271,56,Legal,Paralegal,33.5,0,0.6,0,1,6,41.4,12,3.3,12,5.9,3,5,2,3,0.85,48.4,No Risk
272,36,Legal,Compliance Manager,14.8,6,5.0,3,9,2,39.1,10,3.1,7,5.7,6,3,7,3,0.88,76.6,No Risk
273,44,Legal,Paralegal,23.2,6,5.9,3,9,7,46.5,7,4.4,13,6.1,3,5,6,5,0.6,66.7,No Risk
274,37,Creative,Brand Strategist,12.5,6,3.1,2,10,4,57.3,10,0.7,13,5.1,4,7,5,4,0.44,64.8,No Risk
275,39,Healthcare,Radiologist,15.3,2,2.0,1,5,3,47.3,12,1.2,9,8.0,3,3,6,3,0.42,59.5,No Risk
276,32,Healthcare,Physician,9.6,6,5.7,3,8,5,53.5,4,4.6,22,8.6,4,7,5,5,0.2,83.5,No Risk
277,37,Education,Professor,14.3,5,3.9,2,6,6,55.6,6,1.7,12,7.4,0,8,5,4,0.18,59.5,At Risk
278,39,Healthcare,Medical Researcher,16.7,6,3.0,2,10,1,50.1,10,3.6,9,5.8,1,6,8,5,0.19,72.9,No Risk
279,30,Education,Teacher,9.8,6,4.2,2,8,2,44.1,5,2.7,8,6.0,3,3,8,3,0.28,60.4,No Risk
280,34,Education,Professor,13.7,3,3.8,1,7,3,46.3,12,1.4,15,6.6,5,2,8,3,0.23,72.9,No Risk
281,35,Legal,Lawyer,13.5,5,2.5,1,3,8,36.9,8,3.4,14,7.7,3,5,1,4,0.3,55.0,At Risk
282,42,Finance,Financial Analyst,19.4,2,3.2,1,2,4,46.0,15,3.0,12,7.2,4,6,5,4,0.71,46.2,No Risk
283,26,Finance,Portfolio Manager,4.6,2,1.9,1,4,8,46.5,7,4.5,12,6.4,4,6,5,3,0.39,63.5,No Risk
284,35,Technology,Software Engineer,14.8,7,4.8,3,10,4,59.0,12,4.0,21,6.0,3,7,6,4,0.74,60.5,No Risk
285,50,Healthcare,Health Admin,30.1,1,0.3,0,2,3,41.4,7,3.2,10,7.0,6,3,2,1,0.65,54.2,No Risk
286,44,Technology,QA Engineer,23.2,6,5.6,3,9,5,45.9,3,5.7,13,5.2,0,5,8,3,0.66,78.0,No Risk
287,46,Finance,Compliance Officer,22.4,4,5.3,2,8,4,34.9,5,2.5,16,7.5,3,4,6,1,0.63,79.6,No Risk
288,35,Healthcare,Nurse,11.1,2,3.2,1,5,3,50.7,9,1.4,14,6.8,5,4,6,4,0.45,59.1,No Risk
289,38,Finance,Financial Analyst,15.9,4,1.6,1,7,3,33.7,13,0.7,13,6.1,3,4,3,3,0.47,58.9,No Risk
290,43,Healthcare,Health Admin,22.9,3,2.3,1,4,3,41.5,8,4.0,10,7.2,6,2,8,3,0.34,71.2,No Risk
291,47,Technology,Software Engineer,22.9,4,5.9,1,4,3,39.8,11,1.8,17,6.9,5,7,3,4,0.77,60.7,No Risk
292,22,Technology,Software Engineer,2.7,6,3.3,2,10,7,54.1,4,2.7,12,7.5,1,8,7,5,0.3,63.6,At Risk
293,24,Legal,Compliance Manager,0.0,5,3.8,2,6,10,50.9,9,3.1,13,4.4,3,7,3,5,0.49,65.1,At Risk
294,45,Finance,Financial Analyst,25.8,5,4.9,2,10,4,52.7,10,2.1,16,6.2,4,4,6,7,0.51,74.2,No Risk
295,33,Technology,Data Scientist,12.6,6,6.3,3,8,4,56.1,7,2.9,18,6.4,3,8,5,6,0.51,65.7,At Risk
296,30,Healthcare,Radiologist,10.2,5,3.3,2,5,4,41.9,6,3.0,11,7.7,3,3,8,2,0.26,84.5,No Risk
297,25,Education,Curriculum Designer,3.6,9,4.6,3,10,2,41.6,4,4.7,12,6.9,3,5,9,5,0.2,82.6,No Risk
298,31,Technology,Software Engineer,8.9,4,2.3,1,3,6,32.0,12,4.0,15,5.2,3,6,2,3,0.58,59.6,At Risk
299,24,Healthcare,Health Admin,3.5,8,6.8,3,9,3,49.5,7,2.7,8,7.4,0,6,6,3,0.34,69.7,No Risk
300,52,Technology,Data Scientist,27.1,4,3.6,2,6,3,40.7,8,0.9,10,7.1,2,3,6,3,0.58,63.4,No Risk
301,35,Technology,Software Engineer,10.3,8,5.0,3,10,3,52.1,8,4.2,14,7.2,5,3,10,7,0.62,81.8,No Risk
302,35,Healthcare,Radiologist,15.5,5,4.6,2,5,4,56.3,8,1.5,9,4.0,0,4,5,4,0.82,61.7,No Risk
303,40,Healthcare,Radiologist,20.3,4,3.4,2,9,4,54.4,7,3.1,12,5.5,0,4,10,4,0.09,91.5,No Risk
304,43,Healthcare,Health Admin,21.8,8,5.4,3,10,4,49.5,11,4.1,17,7.4,6,5,8,4,0.22,88.5,No Risk
305,43,Education,Professor,21.2,3,0.4,0,4,4,44.6,10,4.0,11,6.8,4,6,7,2,0.16,63.1,No Risk
306,44,Creative,UX Designer,22.0,3,1.9,1,4,3,45.4,10,0.9,12,6.6,2,5,3,1,0.13,54.1,No Risk
307,30,Healthcare,Physician,6.9,1,0.2,0,4,7,61.0,9,3.5,9,6.4,1,6,5,4,0.22,53.3,No Risk
308,33,Finance,Accountant,12.6,5,1.6,1,6,4,40.8,9,0.6,16,6.2,3,4,5,4,0.84,54.1,No Risk
309,41,Education,Professor,20.2,5,4.7,2,9,4,47.6,11,2.5,13,7.4,0,8,5,3,0.57,71.5,No Risk
310,31,Technology,Software Engineer,7.7,0,0.2,0,3,4,42.6,12,2.5,15,5.1,3,6,1,4,0.42,42.3,At Risk
311,35,Finance,Financial Analyst,14.8,7,4.6,3,8,2,42.2,11,2.0,13,6.2,3,5,6,2,0.63,78.4,No Risk
312,38,Technology,Software Engineer,14.0,4,3.7,2,10,6,44.0,7,3.8,23,6.0,2,8,7,4,0.75,76.8,No Risk
313,41,Technology,Product Manager,16.3,5,3.6,2,8,2,47.2,11,2.5,19,4.1,3,5,4,6,0.68,66.0,No Risk
314,22,Creative,Brand Strategist,0.0,2,2.2,1,5,10,36.0,9,2.9,8,7.4,5,2,3,2,0.09,67.1,No Risk
315,41,Legal,Legal Analyst,17.7,0,0.5,0,2,4,57.2,11,2.5,10,5.9,2,7,4,3,0.68,62.3,No Risk
316,33,Education,Academic Advisor,9.5,7,4.6,3,10,4,54.3,9,3.5,5,4.0,1,5,7,3,0.29,55.0,No Risk
317,41,Finance,Financial Analyst,18.7,7,4.5,3,10,2,57.2,7,5.4,17,7.1,3,4,8,5,0.53,82.9,No Risk
318,41,Technology,DevOps Engineer,16.2,2,1.5,1,7,2,44.2,12,2.0,23,5.6,2,6,7,5,0.8,59.4,No Risk
319,48,Technology,Data Scientist,24.6,0,2.3,0,5,3,41.5,7,2.0,16,8.4,5,5,4,1,0.79,69.8,No Risk
320,46,Technology,DevOps Engineer,23.6,2,2.1,1,8,4,43.8,10,4.6,14,7.3,1,8,7,3,0.67,77.8,No Risk
321,46,Healthcare,Health Admin,21.9,0,0.4,0,3,3,38.4,7,2.3,14,7.6,7,5,4,2,0.52,59.3,No Risk
322,47,Education,Researcher,24.6,5,3.4,2,10,7,57.4,13,3.0,10,6.3,0,7,8,1,0.13,71.5,No Risk
323,37,Education,Academic Advisor,15.5,4,3.8,2,6,7,58.2,6,4.5,16,4.6,3,7,6,7,0.1,66.6,At Risk
324,35,Technology,QA Engineer,15.9,4,3.4,2,8,6,51.4,7,3.9,17,7.7,1,6,6,4,0.73,60.5,No Risk
325,42,Creative,Brand Strategist,21.7,7,5.8,3,8,4,62.1,14,2.8,17,7.6,2,8,6,6,0.61,55.7,At Risk
326,41,Education,Researcher,21.6,0,0.2,0,4,5,63.2,4,1.9,14,5.9,3,6,3,1,0.25,56.4,No Risk
327,33,Healthcare,Nurse,9.4,2,1.9,1,9,7,60.3,7,0.5,8,5.5,0,7,7,5,0.09,49.5,No Risk
328,38,Healthcare,Medical Researcher,15.4,7,5.2,2,8,4,43.2,5,3.5,10,7.2,1,6,8,3,0.31,66.1,No Risk
329,35,Finance,Portfolio Manager,14.2,0,0.2,0,5,4,25.0,8,2.9,15,7.2,3,2,4,4,0.71,72.7,No Risk
330,28,Technology,Product Manager,4.5,3,2.4,1,1,9,51.4,12,2.6,18,6.7,2,8,6,4,0.73,50.4,At Risk
331,45,Finance,Accountant,25.7,5,3.4,2,9,5,50.4,7,4.3,9,7.3,2,5,5,4,0.66,88.1,No Risk
332,35,Education,Teacher,10.7,3,2.0,1,8,7,46.4,11,1.9,14,4.5,3,7,7,3,0.37,64.8,No Risk
333,51,Technology,Data Scientist,29.9,4,3.0,2,8,6,45.1,7,3.7,20,9.0,5,5,6,2,0.43,82.8,No Risk
334,22,Technology,Software Engineer,0.0,7,3.1,2,6,9,57.8,10,3.5,12,8.1,0,8,5,4,0.66,71.3,At Risk
335,31,Technology,Data Scientist,4.3,5,1.6,1,4,4,33.1,3,3.9,18,6.7,7,4,7,3,0.6,74.5,No Risk
336,35,Technology,QA Engineer,11.4,3,1.5,0,3,5,56.3,8,4.9,15,7.5,4,7,4,1,0.53,60.6,No Risk
337,44,Legal,Contract Specialist,21.9,2,2.6,0,2,6,57.9,6,3.1,11,6.4,3,9,3,6,0.82,35.0,At Risk
338,38,Education,Curriculum Designer,14.0,5,3.1,2,10,5,48.2,2,2.4,12,6.6,3,6,5,4,0.04,79.7,No Risk
339,37,Finance,Accountant,16.0,3,1.6,1,7,4,47.8,9,1.7,16,5.5,0,8,4,6,0.63,33.1,At Risk
340,26,Technology,DevOps Engineer,5.8,7,5.1,3,10,6,39.0,3,5.4,18,6.0,2,3,9,5,0.62,84.9,No Risk
341,26,Healthcare,Nurse,2.1,7,5.1,3,9,6,56.5,8,4.2,20,5.8,4,8,9,7,0.41,67.7,At Risk
342,38,Finance,Financial Analyst,13.2,5,2.3,1,4,5,55.7,11,2.6,14,5.6,1,9,5,4,0.77,49.6,At Risk
343,24,Technology,Product Manager,3.6,6,5.6,3,9,4,54.6,14,2.4,14,6.9,2,7,7,4,0.71,66.4,No Risk
344,31,Finance,Accountant,11.1,5,4.3,2,7,5,37.1,9,3.6,18,7.3,2,5,7,3,0.51,66.2,No Risk
345,39,Finance,Risk Manager,19.2,4,1.6,1,5,5,32.6,8,3.2,18,7.6,0,3,5,2,0.44,67.6,No Risk
346,27,Healthcare,Radiologist,0.6,5,3.0,2,10,10,45.1,8,3.8,14,6.7,2,3,6,5,0.11,78.6,No Risk
347,48,Healthcare,Medical Researcher,24.5,5,4.8,2,10,2,47.6,6,1.2,15,5.2,6,8,6,5,0.32,65.6,At Risk
348,45,Technology,Data Scientist,23.4,0,0.5,0,5,6,52.1,12,2.0,12,6.6,3,8,2,3,0.51,53.5,At Risk
349,22,Finance,Portfolio Manager,0.3,3,4.3,1,3,8,43.6,7,3.5,8,6.8,3,7,5,2,0.77,44.4,No Risk
350,28,Healthcare,Medical Researcher,5.8,1,0.6,0,5,4,52.5,10,2.0,16,6.4,1,4,7,3,0.27,56.5,No Risk
351,22,Healthcare,Nurse,0.0,2,2.1,1,5,10,54.5,7,4.1,11,6.3,5,8,5,3,0.2,61.8,At Risk
352,29,Legal,Compliance Manager,9.0,2,2.3,1,9,4,49.3,3,4.4,12,6.2,0,8,5,4,0.42,68.3,At Risk
353,41,Healthcare,Medical Researcher,17.1,4,3.1,2,10,4,54.0,10,1.7,8,6.4,1,4,9,4,0.31,77.4,No Risk
354,32,Technology,Product Manager,6.5,2,1.7,1,6,4,42.2,13,3.9,8,7.9,5,3,8,1,0.77,86.0,No Risk
355,39,Technology,Data Scientist,17.6,0,1.9,0,1,6,34.9,11,1.7,15,7.5,3,4,3,3,0.65,53.6,No Risk
356,23,Healthcare,Medical Researcher,2.1,3,1.7,1,6,7,40.9,5,4.1,10,7.6,2,7,7,4,0.4,63.5,No Risk
357,41,Technology,Software Engineer,15.4,6,4.7,3,9,3,41.8,5,4.2,18,5.7,6,3,5,6,0.47,75.6,No Risk
358,31,Healthcare,Radiologist,8.6,2,2.1,1,7,6,55.2,7,2.6,19,6.2,1,9,2,6,0.36,59.4,At Risk
359,35,Creative,UX Designer,12.6,5,2.3,1,4,5,52.4,15,3.7,10,6.9,2,7,5,4,0.6,50.2,No Risk
360,34,Healthcare,Health Admin,12.2,2,1.5,1,7,5,29.3,8,4.4,9,6.3,1,2,5,1,0.7,70.0,No Risk
361,25,Finance,Risk Manager,5.1,6,5.0,3,6,6,49.9,9,4.0,18,7.6,5,6,5,7,0.85,67.0,At Risk
362,26,Healthcare,Radiologist,1.9,2,1.9,1,3,9,31.2,3,4.4,6,6.8,4,5,3,1,0.43,65.1,No Risk
363,43,Finance,Risk Manager,19.6,2,1.6,0,2,3,35.3,6,2.0,19,6.6,2,5,1,3,0.48,44.2,No Risk
364,38,Healthcare,Health Admin,14.6,3,1.5,0,3,6,50.7,8,4.6,6,5.3,3,6,2,5,0.32,47.8,At Risk
365,43,Creative,Copywriter,23.0,2,3.4,1,7,5,31.7,10,2.7,10,8.7,2,6,7,3,0.43,61.7,No Risk
366,38,Finance,Compliance Officer,14.8,4,4.5,2,5,6,36.1,11,3.2,16,4.8,3,7,2,5,0.31,48.5,At Risk
367,36,Creative,Art Director,17.0,1,1.2,0,3,3,35.8,6,4.3,11,5.2,5,1,5,3,0.03,77.5,No Risk
368,22,Creative,Video Producer,1.6,3,3.1,1,5,6,32.8,16,1.8,24,4.8,1,7,4,5,0.07,53.6,At Risk
369,33,Technology,Data Scientist,9.0,6,3.2,2,9,4,35.6,4,2.0,11,6.2,1,5,7,4,0.58,71.9,No Risk
370,35,Technology,Product Manager,13.9,2,1.8,1,6,7,45.1,11,1.1,17,6.4,0,8,4,5,0.55,47.0,At Risk
371,51,Technology,QA Engineer,29.6,8,3.9,2,6,3,33.5,8,2.4,19,5.5,3,5,5,4,0.42,52.1,No Risk
372,40,Technology,Data Scientist,16.7,3,3.6,1,4,4,43.5,9,4.5,20,5.9,1,6,4,3,0.77,61.0,No Risk
373,47,Technology,DevOps Engineer,23.8,8,5.4,3,9,2,48.6,11,5.7,13,7.7,5,5,6,1,0.86,78.1,No Risk
374,40,Education,Professor,17.8,6,4.7,3,7,5,54.5,7,4.9,8,5.0,2,6,5,6,0.38,63.0,At Risk
375,29,Technology,DevOps Engineer,4.2,8,6.8,3,10,6,55.9,6,3.2,15,5.1,3,6,8,5,0.83,71.3,No Risk
376,36,Finance,Risk Manager,11.7,9,5.6,3,10,3,37.5,13,3.2,10,5.4,4,2,7,4,0.61,75.0,No Risk
377,37,Legal,Paralegal,14.3,3,2.5,1,4,3,34.9,7,2.7,15,6.9,3,5,3,1,0.5,60.6,No Risk
378,27,Technology,Data Scientist,5.7,6,5.7,3,8,5,37.5,12,1.5,13,6.1,2,5,5,6,0.9,59.8,No Risk
379,32,Legal,Paralegal,8.0,2,2.4,1,4,6,51.8,11,1.9,9,6.2,6,5,5,5,0.7,61.9,No Risk
380,33,Finance,Accountant,11.3,6,4.5,3,10,3,51.3,4,2.9,20,5.6,1,8,6,6,0.63,59.4,At Risk
381,48,Technology,Software Engineer,25.7,3,1.7,1,3,5,42.7,7,1.0,15,7.9,1,6,7,5,0.54,60.4,No Risk
382,22,Education,Curriculum Designer,0.0,3,4.0,1,6,10,36.0,9,2.5,12,6.0,2,6,5,3,0.32,77.0,No Risk
383,45,Healthcare,Radiologist,20.2,7,4.8,3,10,5,49.7,7,3.9,14,4.6,2,8,3,5,0.11,72.3,At Risk
384,28,Legal,Compliance Manager,7.1,2,2.7,1,5,6,56.5,12,2.3,8,6.5,2,7,3,3,0.81,59.8,At Risk
385,24,Education,Teacher,0.0,4,3.4,2,6,10,57.4,8,3.0,14,6.4,3,9,5,3,0.21,68.5,At Risk
386,44,Legal,Legal Analyst,21.6,4,4.9,2,10,3,35.2,8,3.1,8,6.0,2,4,9,2,0.45,79.6,No Risk
387,41,Finance,Portfolio Manager,16.8,2,2.2,1,4,7,54.1,4,2.0,17,6.7,5,5,4,5,0.71,54.0,No Risk
388,45,Technology,Software Engineer,23.1,4,3.8,2,7,3,35.1,6,4.5,18,7.4,2,5,8,4,0.73,67.2,No Risk
389,41,Education,Curriculum Designer,21.0,1,0.2,0,4,2,40.8,6,1.3,14,5.6,4,3,4,2,0.46,55.7,No Risk
390,51,Legal,Contract Specialist,26.9,6,4.5,3,9,1,44.3,5,2.4,12,6.1,4,6,6,4,0.68,69.3,No Risk
391,39,Creative,Video Producer,19.3,6,5.6,3,8,1,50.6,17,4.7,13,6.0,1,4,9,4,0.19,74.1,No Risk
392,34,Finance,Compliance Officer,9.8,7,4.6,3,9,6,40.5,6,3.8,9,4.7,4,5,7,6,0.44,66.5,No Risk
393,38,Finance,Accountant,16.2,6,5.5,3,10,6,49.3,5,1.3,16,6.9,5,4,7,6,0.71,75.4,No Risk
394,45,Education,Teacher,23.1,1,0.6,0,3,5,35.4,6,5.3,13,6.6,3,4,2,1,0.62,75.4,No Risk
395,29,Finance,Compliance Officer,8.1,3,2.9,1,7,2,46.9,5,4.5,19,6.2,5,6,5,3,0.25,77.7,No Risk
396,30,Creative,Copywriter,6.5,4,1.7,1,5,7,35.0,10,2.2,15,6.1,2,3,5,4,0.26,61.4,No Risk
397,33,Legal,Compliance Manager,6.2,4,3.6,2,7,5,43.8,5,4.5,11,7.6,4,3,8,5,0.58,69.9,No Risk
398,22,Finance,Portfolio Manager,0.6,4,2.3,1,5,10,45.5,10,1.5,14,7.3,3,5,6,5,0.7,59.2,No Risk
399,36,Education,Academic Advisor,12.4,4,3.1,2,8,5,45.0,5,2.5,19,6.8,1,8,1,4,0.1,69.8,At Risk
400,22,Education,Teacher,1.3,5,4.1,2,10,5,53.8,6,2.7,15,6.1,2,5,3,5,0.12,81.7,No Risk
401,35,Technology,Data Scientist,13.6,2,1.9,1,6,6,27.4,4,4.2,15,6.7,7,2,7,2,0.46,81.1,No Risk
